"SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","AirBreathingRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","VulnerabilityClimate","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
5727,"Pomacentrus",114927,"Evermann & Seale, 1907","Philippine damsel","Pophi_u2.jpg",NA,NA,NA,350,"Pomacentrinae",1670,NA,"fusiform / normal","R",NA,"There are several species involved in the <i>Pomacentrus philippinus</i> complex that information (and references) for this species (and other species involved) will be checked, verified and updated accordingly.",1,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,1,20,7247,NA,NA,NA,NA,NA,NA,NA,10,NA,10,"FL",NA,NA,5525,NA,NA,NA,NA,NA,NA,NA,NA,"POPHI_U0",NA,NA,NA,4907,"commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults occur in lagoons, steep-sided channels, and seaward reefs from 2 to over 12 m (Ref. 1602).  Usually found in groups off the sides of vertical drop-offs and overhanging ledges (Ref. 1602).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205). Diurnal species (Ref. 54980; 113699).  Maximum depth reported taken from Ref. 128797.",NA,0.5,0,14,1992-06-11,2762,2023-06-15,14,2024-07-17,NA
5728,"Pomacentrus",7247,"Fowler & Bean, 1928","Reid's damsel","Porei_u3.jpg",NA,NA,NA,350,"Pomacentrinae",1670,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,3,70,9710,NA,NA,NA,NA,NA,NA,NA,10,NA,9,"TL",NA,NA,7247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults occur in steep outer reef slopes and deep lagoons to moderate depths.  Generally solitary among large rubble pieces or the bases of large corals (Ref. 48636).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205). Diurnal species (Ref. 52881).",NA,0.5,0,14,1992-06-11,2542,2019-10-28,65,1994-09-02,NA
5729,"Pomacentrus",7247,"Bleeker, 1856","Blueback damsel","Posim_u1.jpg",NA,NA,NA,350,"Pomacentrinae",1670,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,0,10,7247,NA,NA,NA,NA,NA,NA,NA,10,NA,7,"SL",NA,NA,7247,NA,NA,NA,NA,NA,NA,NA,NA,"POSIM_U1",NA,NA,NA,NA,"subsistence fisheries","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults occur singly or in small aggregations at slightly turbid areas of lagoon and coastal reefs.  Feed mainly on benthic algae (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205). Diurnal species (Ref. 52881).",NA,0.5,0,14,1992-06-11,2648,2024-08-12,NA,NA,NA
10279,"Pomacentrus",7247,"Fowler & Bean, 1928","Smith's damsel","Posmi_u0.jpg",NA,NA,NA,350,"Pomacentrinae",1670,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,2,14,7247,NA,NA,NA,NA,NA,NA,NA,10,NA,7,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults inhabit live coral patches often in silty areas of lagoons and inshore reefs.  They occur in small to large groups.  Feed in midwater above live coral heads (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205). Diurnal species (Ref. 52881).",NA,0.5,0,65,1994-05-23,2542,2019-10-29,NA,NA,NA
10280,"Pomacentrus",7247,"Bleeker, 1852","Brackish damsel","Potae_u2.jpg",NA,NA,NA,350,"Pomacentrinae",1670,NA,"short and / or deep","R",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,0,8,86942,NA,NA,NA,NA,NA,NA,NA,10,NA,12,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults occur solitarily or in small groups in lagoons, harbors, coastal reefs and outer reef slopes, frequently among branching alcyonarians.  Also found in mangrove creeks (sometimes in freshwater), brackish lagoons and shallow reefs exposed to freshwater runoff; found well upstream in pure freshwater (Ref. 48636).  Feed primarily on benthic algae.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205). Diurnal species (Ref. 113699).",NA,0.5,0,65,1994-05-24,2542,2019-10-29,NA,NA,NA
12505,"Pomacentrus",7247,"Cuvier, 1830","Threeline damsel","Potri_u0.jpg",NA,NA,NA,350,"Pomacentrinae",1670,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,0,4,7247,NA,NA,NA,NA,NA,NA,NA,10,NA,10,"TL",NA,NA,4391,NA,NA,NA,NA,NA,NA,NA,NA,"POTRI_U0",NA,NA,NA,4391,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults inhabit coral reefs and rocky inshore areas (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).",NA,0.5,0,65,1994-09-05,2,2011-07-21,113,1997-02-07,NA
8277,"Pomacentrus",7247,"Cuvier, 1830","Threespot damsel","Potri_u8.jpg",NA,NA,"Potri_j2.jpg",350,"Pomacentrinae",1670,NA,"short and / or deep","R",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,0,3,7247,NA,NA,NA,NA,NA,NA,NA,10,NA,7.5,"SL",NA,NA,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"A shallow water species, solitary, in holes of small rocks on sandy bottom with coral rubbles.  Adults inhabit shallow bays, silty coastal reefs and harbors with sparse coral and algal growth.  Feed mainly on benthic algae (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205). Diurnal species (Ref. 113699).",NA,0.5,0,34,1993-08-19,2542,2022-03-22,1,1994-03-24,NA
5730,"Pomacentrus",7247,"Jordan & Seale, 1906","Princess damsel","Povai_u2.jpg",NA,NA,NA,350,"Pomacentrinae",1670,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,0,45,7247,NA,NA,NA,NA,NA,NA,NA,10,NA,10,"FL",NA,NA,5525,NA,NA,NA,NA,NA,NA,NA,NA,"POVAI_U0",NA,NA,NA,4537,"commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4537,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Comprises several color forms, or geographical variations (Ref. 48636).  Adults are found in mixed coral and rubble areas of  lagoon and seaward reefs from the lower surge zone to a depth of 40 m (Ref. 1602).  Solitary (Ref. 37816).  Feed on filamentous algae and small invertebrates (Ref. 1602).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205). Diurnal species (Ref. 54980; 113699).  Minimum depth reported taken from Ref. 128797.",NA,0.5,0,14,1992-06-11,2762,2023-06-15,NA,NA,NA
10281,"Pomacentrus",7247,"Whitley, 1927","Ward's damsel","Powar_u0.jpg",NA,NA,NA,350,"Pomacentrinae",1670,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,1,20,7247,NA,NA,NA,NA,NA,NA,NA,24.93,NA,8,"SL",NA,NA,4966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults occur solitarily or in small groups in lagoons and outer reef slopes.  Feed mainly on benthic algae (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205). Diurnal species (Ref. 113699).",NA,0.5,0,65,1994-05-24,2542,2019-10-29,NA,NA,NA
6923,"Pomachromis",7247,"(Snyder, 1909)","Richardson's reef-damsel","Poric_u0.jpg",NA,NA,NA,350,"Pomacentrinae",5895,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,5,25,9710,NA,NA,NA,NA,NA,NA,NA,10,NA,6,"SL",NA,NA,7247,NA,NA,NA,NA,NA,NA,NA,NA,"PORIC_U0",NA,NA,NA,NA,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"A common species found in coral and rocky reefs areas exposed to ocean swells (Ref. 9710).  Adults form loose groups near the bottom (Ref. 9710).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205). Diurnal species (Ref. 54980; 113699).",NA,0.5625,0,14,1993-01-19,2542,2019-10-29,1,1994-03-24,NA
399,"Pomadasys",3412,"(Forsskål, 1775)","Silver grunt","Poarg_u0.jpg",NA,NA,NA,327,"Haemulinae",3076,NA,"fusiform / normal","O",NA,NA,0,1,1,1,"demersal","WaterAssumed",NA,NA,NA,15,115,12260,NA,NA,NA,19,3627,NA,NA,30.58,80.8,70,"TL",NA,NA,48635,25,"TL",NA,NA,5450,NA,NA,NA,"POARG_U1",NA,NA,NA,4931,"commercial","high","Reliable: based on ex-vessel price for this species",NA,"up to 1,000 tons/year",NA,"various gears",NA,1,1,0,1,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in coastal waters (Ref. 30573, 48635).  Enters freshwaters (4867).  Marketed fresh, may be salted (Ref. 5284).",NA,0.5,0,1,1990-10-17,2,2025-04-16,2,1994-08-01,NA
4823,"Pomadasys",3412,"(Valenciennes, 1833)","Bluecheek silver grunt","Poarg_u1.jpg",NA,NA,NA,327,"Haemulinae",3076,NA,"fusiform / normal","O",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,"amphidromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,40,"TL",NA,NA,3412,NA,NA,NA,NA,NA,NA,NA,NA,"POARG_U3",NA,NA,NA,3412,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in coastal waters and trawling grounds.  Caught with bottom trawls, bottom longlines, handlines, gillnets and traps.",NA,0.5,0,3,1991-12-18,65,1995-07-28,NA,NA,NA
60536,"Pomadasys",47695,"(Cuvier, 1830)","Longhead grunt","Poaur_u2.jpg",NA,NA,NA,327,"Haemulinae",3076,NA,"short and / or deep","O",NA,NA,0,0,1,1,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,NA,52,"TL",NA,NA,47695,43,"TL",NA,NA,47695,NA,NA,NA,NA,NA,NA,NA,47695,"of no interest","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"A rare species apparently inhabiting deeper waters of the continental shelf (Ref. 47695).",NA,0.5,0,14,2003-07-07,2648,2024-08-19,NA,NA,NA
4447,"Pomadasys",2799,"(Bloch, 1793)","Saddle grunt","Pomac_um.jpg",NA,NA,NA,327,"Haemulinae",3076,NA,"fusiform / normal","R",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,"amphidromous",51243,20,110,12260,NA,NA,NA,NA,NA,NA,NA,52.02,NA,59.2999992370605,"TL",NA,NA,3626,30,"TL",NA,NA,5450,3200,NA,40637,"POMAC_U4",NA,NA,NA,3412,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,1,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in coastal waters over sand near reefs.  Feeds on crustaceans and fishes (Ref. 5213).  Edible but spoils easily.",NA,0.5,0,2,1991-06-19,1,2001-11-14,113,1997-01-24,NA
66114,"Poropuntius",83994,"(Nguyen & Doan, 1969)",NA,NA,NA,NA,NA,122,"Cyprininae",2475,NA,"Elongated","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.5,0,10,2011-06-07,65,2021-09-20,NA,NA,NA
27122,"Poropuntius",36949,"(Valenciennes, 1842)",NA,"Podea_u0.jpg",NA,NA,NA,122,"Cyprininae",2475,NA,"fusiform / normal","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,"potamodromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,16.9500007629395,"TL",NA,NA,125890,NA,NA,NA,NA,NA,55.3199996948242,NA,125890,"PODEA_U0",NA,NA,NA,NA,"subsistence fisheries","unknown",NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.5,0,10,1997-06-14,2648,2024-08-12,10,2001-06-08,NA
27123,"Poropuntius",12693,"(Chevey, 1934)",NA,"Pokon_u0.gif",NA,NA,NA,122,"Cyprininae",2475,NA,"elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,"non-migratory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,20,"TL",NA,NA,12693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of no interest","unknown",NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in clear mountain brooks and streams in forested areas.  Feeds on insect larvae.  Not known to migrate and does not persist in impoundments.  Not seen in markets (Ref. 12693).",NA,0.5,0,10,1997-06-14,2648,2024-08-12,10,2001-08-08,NA
56281,"Poropuntius",35912,"(Pellegrin & Chevey, 1934)",NA,NA,NA,NA,NA,122,"Cyprininae",2475,NA,"Elongated","R",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,13,"SL",NA,NA,43281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Maximum length reaches up to at least 13 cm SL (Ref.  43281).",NA,0.5,0,97,2000-05-05,2,2024-04-04,10,2002-09-23,NA
9904,"Priacanthus",5403,"Starnes, 1988","Deepsea bigeye","Prfit_u0.jpg",NA,NA,NA,303,NA,5555,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,150,400,5403,NA,NA,NA,NA,NA,NA,NA,12.57,NA,18.5,"SL",NA,NA,5403,NA,NA,NA,NA,NA,NA,NA,NA,"PRFIT_U0",NA,NA,NA,NA,"of no interest",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"A deeper water species trawled from relatively open bottoms at depths of 150 to over 400 m.",NA,0.500199973583221,0,1,1994-05-03,65,2008-11-25,NA,NA,NA
5791,"Priacanthus",5403,"(Fabricius, 1775)","Moontail bullseye","Prham_u2.jpg",NA,NA,NA,303,NA,5555,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,250,9710,NA,NA,NA,NA,NA,NA,NA,24.42,NA,45,"TL",NA,NA,4328,40,"TL",NA,NA,5450,NA,NA,NA,"PRHAM_U2",NA,NA,NA,NA,"minor commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"various gears",NA,0,1,0,0,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Uncommon species found in outer reef slopes and deep lagoon pinnacles from 8 to at least 80 m.  In small aggregations, sometimes schools in oceanic locations (Ref. 48635).  Also found under ledges or hovering next to coral heads during day (Ref 90102). Feeds on small fish, crustaceans, and other small invertebrates (Ref. 5213). Occasionally taken in moderate numbers in trawls and by hook-and-line (Ref. 68288). Generally marketed fresh, may be salted or dried (Ref. 5284).  Minimum depth reported taken from Ref. 128797.",NA,0.500199973583221,0,14,1992-06-12,2762,2023-06-14,1,1994-05-03,NA
356,"Priacanthus",5403,"Cuvier, 1829","Red bigeye","Prmac_u8.jpg",NA,NA,NA,303,NA,5555,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"oceanodromous",51243,12,400,90102,NA,NA,NA,NA,NA,NA,NA,18.33,62.61,30,"SL",NA,NA,48635,NA,NA,NA,NA,NA,NA,NA,NA,"PRMAC_U1",NA,NA,NA,4931,"commercial","high","Reliable: based on ex-vessel price for this species","Used for food.","from 1,000 to 10,000",NA,"trawls","unspecified bottom trawls (TB)",0,1,0,0,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in inshore and offshore reefs from less than 20 m to more than 400 m depths.  Apparently forms aggregations in open bottom areas and is very abundant in the South China Sea and Andaman Sea.  Marketed fresh, whole.  Sound production has been studied in this species. Also found under ledges or hovering next to coral heads during day (Ref 90102).",NA,0.500199973583221,0,2,1990-10-17,2291,2013-03-22,1,1994-05-03,NA
4651,"Priacanthus",5403,"Richardson, 1846","Purple-spotted bigeye","Prtay_u0.jpg",NA,NA,NA,303,NA,5555,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,20,200,11441,NA,NA,NA,NA,NA,NA,NA,22.86,NA,35,"TL",NA,NA,11441,25,"TL",NA,NA,3483,NA,NA,NA,"PRTAY_U0",NA,NA,NA,7323,"minor commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"trawls","unspecified bottom trawls (TB)",0,0,0,0,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits coral or rocky areas.  Sometimes forms aggregations.  Feeds on a wide variety of benthic animals.  Smaller fish are mostly found inshore.  Marketed mostly fresh, whole or dried-salted.",NA,0.500199973583221,0,3,1991-09-06,34,2001-08-27,1,1994-05-03,NA
7221,"Priolepis",2334,"(Regan, 1908)","Banded reef goby","Prcin_u4.jpg",NA,NA,NA,405,"Gobiinae",5550,NA,"elongated","O",NA,"Specific name to be examined, treated as a noun in apposition in Ref. 10753, but CofF treat the name as an adjective.",0,0,1,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,1,70,2334,1,30,9002,NA,NA,NA,NA,10,NA,7,"FL",NA,NA,5525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9210,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Hides in caves and crevices (Ref. 9710), also among corals or rock (Ref. 37816). Monogamous (Ref. 52884).",NA,0.5,0,14,1993-01-29,65,2021-07-22,NA,NA,NA
7830,"Priolepis",3921,"(Jordan & Evermann, 1903)","Noble goby","Preug_u1.jpg",NA,NA,NA,405,"Gobiinae",5550,NA,"fusiform / normal","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,1,26,58302,NA,NA,NA,NA,NA,NA,NA,10,NA,5.59000015258789,"SL",NA,NA,3921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits shoreline waters at depths over 6 m (Ref. 3921).  Benthic in reefs and coral rubble (Ref. 58302).",NA,0.5,0,10,1993-04-15,65,2013-07-15,NA,NA,NA
8032,"Priolepis",2798,"(Smith, 1949)","Brick goby","Prinh_u1.jpg",NA,NA,NA,405,"Gobiinae",5550,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,12,26,1602,NA,NA,NA,NA,NA,NA,NA,10,NA,4,"TL",NA,NA,2798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Has been collected from lagoons and drop-offs (Ref. 1602). Also found in reef crevices (Ref. 90102).",NA,0.5,0,34,1993-05-14,2291,2013-04-15,113,1997-02-24,NA
52427,"Priolepis",9002,"(Günther, 1873)","Orange reef-goby","Prnuc_u3.jpg",NA,NA,NA,405,"Gobiinae",5550,NA,"fusiform / normal","O",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,5,30,90102,NA,NA,NA,NA,NA,NA,NA,10,NA,4,"TL",NA,NA,9002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90102,"of no interest","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in rocky estuary reefs, in small caves, usually in pairs (Ref. 9002). Cryptic (Ref. 90102).",NA,0.5,0,2,1999-05-03,2648,2024-05-10,303,2012-12-06,NA
12885,"Priolepis",9018,"(Valenciennes, 1837)","Half-barred goby","Prsem_u8.jpg",NA,NA,NA,405,"Gobiinae",5550,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,2,30,58302,NA,NA,NA,NA,NA,NA,NA,10,NA,2.40000009536743,"SL",NA,NA,1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9210,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Benthic in caves and crevices of seaward reefs (Ref. 58302).",NA,0.5,0,14,1995-03-17,303,2012-05-09,NA,NA,NA
