autoctr,SpecCode,StockCode,EcologyRefNo,HabitatsRef,Neritic,SupraLittoralZone,Saltmarshes,LittoralZone,TidePools,Intertidal,SubLittoral,Caves,Oceanic,Epipelagic,Mesopelagic,Bathypelagic,Abyssopelagic,Hadopelagic,Estuaries,Mangroves,MarshesSwamps,CaveAnchialine,Stream,Lakes,Cave,Cave2,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,AddRems,AssociationRef,Parasitism,Solitary,Symbiosis,Symphorism,Commensalism,Mutualism,Epiphytic,Schooling,SchoolingFrequency,SchoolingLifestage,Shoaling,ShoalingFrequency,ShoalingLifestage,SchoolShoalRef,AssociationsWith,AssociationsRemarks,OutsideHost,OHRemarks,InsideHost,IHRemarks,SubstrateRef,Benthic,Sessile,Mobile,Demersal,Endofauna,Pelagic,Megabenthos,Macrobenthos,Meiobenthos,SoftBottom,Sand,Coarse,Fine,Level,Sloping,Silt,Mud,Ooze,Detritus,Organic,HardBottom,Rocky,Rubble,Gravel,SpecialHabitatRef,Macrophyte,BedsBivalve,BedsRock,SeaGrassBeds,BedsOthers,CoralReefs,ReefExclusive,DropOffs,ReefFlats,Lagoons,Burrows,Tunnels,Guyots,Crevices,Seamounts,ColdSeeps,HydrothermalVents,DeepWaterCorals,Vegetation,Leaves,Stems,Roots,Driftwood,OInverterbrates,OIRemarks,Verterbrates,VRemarks,Pilings,RicePaddies,BoatHulls,Corals,SoftCorals,OnPolyp,BetweenPolyps,HardCorals,OnExoskeleton,InterstitialSpaces,Circadian1,Circadian2,Circadian3,BioAspect1,BioAspect2,BioAspect3,RemarksCircadian,CircadianRef,CircadianAlsoRef,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS,MoTaDieuKienVi
8539,10339,10662,37107,37107,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),37107,NA,NA,NA,NA,NA,NA,NA,NA,3.89,0.67,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs inshore (Ref. 7300); on rocky reefs and rubble bottoms in shallow coastal waters.  Feeds on small fishes, shrimps, and crabs during the day (Ref. 37107).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,47997,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,2004-07-19,1472,2015-03-27,NA,NA,NA,
5192,10343,10666,33496,33496,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),33496,selective plankton feeding,NA,NA,NA,NA,NA,NA,NA,3.4,0.45,Tentative trophic level derived from 1 + troph of a single food item,NA,Found inshore (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-03-02,1472,2008-11-24,NA,NA,NA,
5194,10350,10672,32801,32801,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),32801,NA,NA,NA,NA,NA,NA,NA,NA,3.53,0.44,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Also Ref. 58652.  Dwells in coral and rocky reefs, close to crevices and caves (Refs. 9710, 9773).  Found in the continental shelf, in caves during daytime and inshore in the water column at night.  Also in sandy-rocky bottoms (Ref. 122781).  Shoaling species (Also Ref. 9773).  Dwells in overhangs, and natural and artificial cavities (Ref. 129713).    Nocturnal.  Feeds on planktonic invertebrates and fish larvae (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,129713,NA,NA,0,NA,0,NA,122781,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-04-07,2762,2024-01-31,NA,NA,NA,
9037,10354,10677,48635,48635,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0.45,Tentative trophic level derived from 1 + troph of a single food item,NA,"Occurs in muddy habitats, usually in large aggregations, each individual with its own burrow.  Rises high above the substrate in schools to feed when plankton drifts over, typically in vertical posture (Ref. 48635).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,90102,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,2005-06-30,1472,2008-12-11,NA,NA,NA,
5198,10362,10684,13374,13374,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),13374,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.41,0.48,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-09-23,1472,2007-08-16,NA,NA,NA,
5202,10370,10693,12693,12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),12693,NA,NA,NA,NA,NA,NA,NA,NA,2.91,0.36,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-05-10,NA,2000-05-10,NA,NA,NA,
12430,10387,10709,117603,117603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2237,2018-04-04,NA,2018-04-04,NA,NA,NA,
5935,10470,10791,9137,9137,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,3.5,0.37,Tentative trophic level derived from 1 + troph of a single food item,NA,Found on the continental shelf (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-06-19,1472,2008-12-05,NA,NA,NA,
5227,10472,10793,9137,9137,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,2.64,0,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Inhabits coastal reefs and dropoffs (Ref. 9710) and rocky regions (Ref. 9137).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-07-06,1472,2007-08-14,NA,NA,NA,
5228,10473,10794,9137,9137,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,4.03,0.67,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Lives in rocky regions (Ref. 9137).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-07-17,NA,2001-07-17,NA,NA,NA,
10729,10528,10850,39597,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found over moderately soft bottoms, from less than a meter to 24 m deep.  Common in shrimp trawls (Ref. 39597).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,2008-11-11,NA,2013-11-16,NA,NA,NA,
10156,10544,10866,9772,9772,-1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found in shallow coastal waters, estuaries and rivers (Ref. 9772).  Juveniles and/or adults are found in intertidal mud flats, subtidal edge of mud flats, near inshore and far inshore waters (Ref. 121464).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,2007-09-18,2495,2020-01-17,NA,NA,NA,
37,10546,10868,75154,NA,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Occurs in inshore waters of the continental shelf (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,2008-12-05,NA,2013-11-16,NA,NA,NA,
5242,10576,10899,12420,12420,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),12420,selective plankton feeding,12420,NA,NA,NA,NA,NA,NA,3.4,0.45,Tentative trophic level derived from 1 + troph of a single food item,NA,"Occur in groups on or near reefs, usually  where the water is somewhat turbid and rich in plankton.  Fish in the initial phase are much more abundant than the terminal males.  Feed on zooplankton at least a meter above the substrate.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-12-18,1472,2008-12-16,NA,NA,NA,
5251,10588,10911,9774,9774,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9774,hunting macrofauna (predator),9774,NA,NA,NA,NA,NA,NA,3.5,0.37,Tentative trophic level derived from 1 + troph of a single food item,NA,"Inhabits shallow waters, on mud and sand bottoms of continental shelves. Feeds on small benthic animals.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-12-18,NA,2000-12-18,NA,NA,NA,
5258,10617,10940,33813,33813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),33813,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.5,0.5,Tentative trophic level derived from 1 + troph of a single food item,NA,Inhabit lower sections of rivers.  Can probably be found in estuaries (Ref. 9685).  Important food fish in along the Mekong River and its related rivers (Ref. 57343).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-04-28,2,2016-08-13,NA,NA,NA,
5260,10619,10942,5978,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),2113,variable,2113,NA,NA,NA,NA,NA,NA,3.3,0.41,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Inhabits coastal waters and feeds on small crustaceans.,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-12-18,1472,2007-09-18,574,2001-01-11,NA,
9825,10715,11039,58534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits coral reef crevices (Ref. 3132, 58534).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3132,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,2007-08-07,1472,2008-08-13,NA,NA,NA,
9838,10745,11068,58534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhabits offshore trawling grounds (Ref 3132) and coral reefs (Ref. 58534).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,2007-08-07,1472,2008-09-09,NA,NA,NA,
5321,10793,11116,27621,27621,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found in coastal waters in moderate depths on the continental shelf, generally close to reefs or rough bottom (Ref. 27621).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1999-08-11,1472,2008-11-26,NA,NA,NA,
5327,10804,11127,35766,9909,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),12951,hunting macrofauna (predator),12951,NA,NA,NA,NA,NA,NA,4.07,0.67,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Found inshore. Feeds on small mollusks and bony fishes.,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-12-19,NA,2000-12-19,NA,NA,NA,
5337,10823,11146,9137,9137,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,2.67,0,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,In coastal reefs (Ref. 9137).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-07-06,1472,2008-12-09,NA,NA,NA,
5338,10824,11147,12693,12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),58912,NA,NA,NA,NA,NA,NA,3.03,0.35,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Lives in hill streams (Ref. 4832).  Found in running waters of lower Mekong (Ref. 36667) and from a clearwater, open-canopy stream in Salween river drainage (Ref. 58912).  Occurs at the surface of small, clear streams (Ref. 12693).  Feeds on exogenous insects and some zooplankton (Ref. 12693). Insects comprised an average of 95% of gut volume (Ref. 58912).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-05-10,309,2007-09-17,NA,NA,NA,
5343,10834,11157,12693,12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),12693,NA,NA,NA,NA,NA,NA,NA,NA,3.29,0.41,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-05-10,NA,2000-11-30,NA,NA,NA,
5345,10842,11165,9137,9137,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,selective plankton feeding,9137,NA,NA,NA,NA,NA,NA,3.4,0.45,Tentative trophic level derived from 1 + troph of a single food item,NA,"Adults inhabit lagoon and seaward coral and rocky reefs (Ref. 9710). Prefer habitat consisting of boulder substrates or mixed rock, rubble, and sand, at depths between about 3 and 30 m (Ref. 125611). Diurnal species (Ref. 54980; 113699).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,43539,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,125611,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,diurnal,NA,NA,feeding,NA,NA,NA,54980,113699,574,2001-07-08,14,2021-12-06,NA,NA,NA,
5350,10892,11216,7020,42107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,mainly animals (troph. 2.8 and up),7020,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.26,0.4,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-12-03,309,2002-12-12,NA,NA,NA,
5352,10907,11231,12975,12975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),12975,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.36,0.43,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-12-03,10,2001-08-01,NA,NA,NA,
5356,10920,11244,12693,12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),12975,NA,NA,NA,NA,NA,NA,3.89,0.63,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2000-10-06,10,2001-08-01,NA,NA,NA,
5374,10994,11318,13550,13550,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),13550,hunting macrofauna (predator),9137,3.54,0.26,3.2,0.32,Troph of juv./adults from 1 study.,13550,3.73,0.32,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Forms small groups.  Feeds on small benthic invertebrates, particularly crustaceans and polychaetes.  Dwells in soft substrates between corals and rocks (Ref. 127989).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,127989,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-10-20,2762,2023-01-11,NA,NA,NA,
5441,11124,11448,9137,9710,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,2.66,0,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Inhabits coastal rocky and coral reefs (Ref. 9710).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,43539,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-07-06,1472,2007-08-14,NA,NA,NA,
